full_name,race,gender,age,job_title,state,city,zip_code,Salary,,,,,,
Erastus Flute,Black,Male,39,Speech Pathologist,New York,Brooklyn,11254,"$241,000.40 ",,,,,,
Katharine Grocutt,White,Female,57,Recruiting Manager,New York,Staten Island,10310,"$217,510.38 ",,,,,,
Simeon Lalevee,Asian,Male,54,Help Desk Technician,New York,Albany,12210,"$260,787.44 ",,,,,,
Tulley Rudham,White,Male,37,Environmental Specialist,New York,Rochester,14624,"$298,580.31 ",,,,,,
Farlee Deschlein,Black,Male,41,Information Systems Manager,New York,Syracuse,13251,"$115,169.43 ",,,,,,
Wilma Blanden,White,Female,19,Occupational Therapist,New York,New York City,10045,"$260,398.93 ",,,,,,
Sarita Garnham,Hispanic,Female,38,Office Assistant,New York,New York City,10184,"$171,710.10 ",,,,,,
Harriot Youthead,White,Female,33,Librarian,New York,Hicksville,11854,"$47,511.87 ",,,,,,
Nickolas Kings,White,Male,40,Researcher,New York,Flushing,11355,"$126,549.70 ",,,,,,
Cliff Joisce,White,Male,66,Systems Administrator,New York,Bronx,10464,"$83,535.75 ",,,,,,
Priscella Borg,White,Female,34,Human Resources,New York,Albany,12237,"$200,615.92 ",,,,,,
Hartley Shildrake,Black,Male,55,Professor,New York,Syracuse,13217,"$92,045.79 ",,,,,,
Mildrid Eayres,White,Female,27,Software Developer,New York,Albany,12205,"$222,866.18 ",,,,,,
Tara Bessent,White,Female,41,Human Resources,New York,Brooklyn,11215,"$209,156.81 ",,,,,,
Vanessa Edge,Black,Female,35,Librarian,New York,Buffalo,14225,"$126,148.92 ",,,,,,
Allayne Sones,White,Male,49,Occupational Therapist,New York,Staten Island,10305,"$189,857.15 ",,,,,,
Job McLanaghan,White,Male,45,Marketing Assistant,New York,Rochester,14609,"$290,821.01 ",,,,,,
Candis Fairchild,Hispanic,Female,27,Software Developer,New York,White Plains,10606,"$80,650.80 ",,,,,,
Jenny Damarell,White,Female,50,Graphic Designer,New York,Flushing,11355,"$269,025.34 ",,,,,,
Merwyn Fussie,White,Male,20,Administrative Officer,New York,New York City,10045,"$118,082.37 ",,,,,,
Shem Heed,Asian,Male,45,Pharmacist,New York,Brooklyn,11225,"$83,899.19 ",,,,,,
Sanders Probbing,Black,Male,69,Safety Technician,New York,Rochester,14624,"$221,041.87 ",,,,,,
Arlyne Oxtiby,White,Female,56,Graphic Designer,New York,New York City,10165,"$51,647.59 ",,,,,,
Dru Rabbitts,Black,Male,48,Graphic Designer,New York,Flushing,11355,"$291,106.18 ",,,,,,
Robby Ferber,White,Female,40,Graphic Designer,New York,New York City,10004,"$285,097.02 ",,,,,,
Deeann Feild,Hispanic,Female,62,Executive Secretary,New York,Brooklyn,11231,"$137,415.70 ",,,,,,
Hill Ciric,White,Male,65,Occupational Therapist,New York,Utica,13505,"$76,499.91 ",,,,,,
Quint Capeling,White,Male,63,Software Developer,New York,Rochester,14604,"$35,412.98 ",,,,,,
Richardo Timmes,White,Male,51,Physical Therapy Assistant,New York,New York City,10060,"$236,776.04 ",,,,,,
Shanna Spencer,Black,Female,68,Geologist,New York,Jamaica,11431,"$222,221.23 ",,,,,,
Pet Miller,White,Female,65,Executive Secretary,New York,New York City,10079,"$156,087.46 ",,,,,,
Beitris Wedlake,White,Female,32,Payment Adjustment Coordinator,New York,New York City,10060,"$137,249.00 ",,,,,,
Tandy Greensides,White,Female,30,Registered Nurse,New York,Jamaica,11436,"$243,899.48 ",,,,,,
Lyon Durnell,Black,Male,29,Senior Cost Accountant,New York,Brooklyn,11210,"$44,032.57 ",,,,,,
Leonidas Goldis,Other,Male,22,Tax Accountant,New York,New York City,10019,"$227,999.56 ",,,,,,
Guinevere Collumbine,White,Female,55,Graphic Designer,New York,New York City,10079,"$231,493.97 ",,,,,,
Heinrick Tellenbrok,White,Male,48,Web Designer,New York,Bronx,10464,"$244,303.62 ",,,,,,
Tait Lovick,White,Male,21,Database Administrator,New York,Brooklyn,11210,"$192,248.54 ",,,,,,
Mufinella Othick,Black,Female,54,VP Sales,New York,New York City,10280,"$283,008.15 ",,,,,,
Bartholomeo Roskelly,Asian,Male,64,Graphic Designer,New York,Jamaica,11436,"$152,969.93 ",,,,,,
Judith O'Shields,White,Female,19,Graphic Designer,New York,Rochester,14604,"$58,460.35 ",,,,,,
Brandy Walls,White,Female,48,Graphic Designer,New York,New York City,10004,"$269,808.74 ",,,,,,
Sidonnie Goch,Black,Female,31,Professor,New York,Bronx,10469,"$201,156.64 ",,,,,,
Daryl Lilleyman,White,Female,18,Environmental Tech,New York,Brooklyn,11247,"$142,835.09 ",,,,,,
Tripp Stagg,White,Male,61,Graphic Designer,New York,Utica,13505,"$27,768.44 ",,,,,,
Timoteo Biddle,White,Male,71,Graphic Designer,New York,Jamaica,11431,"$48,776.44 ",,,,,,
Frank Fairbrace,Other,Male,37,Human Resources,New York,White Plains,10606,"$299,036.72 ",,,,,,
Jerrome Amdohr,Black,Male,70,Graphic Designer,New York,New York City,10009,"$179,960.93 ",,,,,,
Marlowe Sheal,White,Male,68,VP Accounting,New York,Utica,13505,"$33,817.12 ",,,,,,
Emery Dedrick,Black,Male,37,Help Desk Technician,New York,Albany,12222,"$103,848.09 ",,,,,,
Belita Ducastel,Black,Female,53,Account Coordinator,New York,New York City,10170,"$128,255.23 ",,,,,,
Napoleon Forsyde,White,Male,26,Assistant Manager,New York,Brooklyn,11254,"$33,885.39 ",,,,,,
Nefen Cullimore,White,Male,51,Recruiter,New York,Jamaica,11436,"$279,681.92 ",,,,,,
Maryellen Steinson,Black,Female,49,Electrician,New York,Buffalo,14233,"$120,944.02 ",,,,,,
Hyacinthia Gosby,White,Female,28,Software Developer,New York,Brooklyn,11215,"$281,784.14 ",,,,,,
Quintilla Eborall,White,Female,70,Research Associate,New York,Rochester,14683,"$131,970.82 ",,,,,,
Brina Langcastle,White,Female,21,Marketing Assistant,New York,Brooklyn,11220,"$282,652.91 ",,,,,,
Natka Massy,White,Female,37,Associate Professor,New York,Brooklyn,11236,"$211,403.83 ",,,,,,
Carling Connikie,White,Male,46,Community Outreach Specialist,New York,Buffalo,14220,"$155,775.38 ",,,,,,
Giulio Banister,Other,Male,35,Electrician,New York,New York City,10115,"$175,108.58 ",,,,,,
Duke Hunday,Hispanic,Male,47,Scientist,New York,Mount Vernon,10557,"$53,786.82 ",,,,,,
Othilia Dyet,Hispanic,Female,24,VP Sales,New York,Albany,12227,"$103,416.74 ",,,,,,
Felicia Tennick,White,Female,45,VP Sales,New York,Buffalo,14220,"$250,265.73 ",,,,,,
Jesse Lushey,White,Female,70,Human Resources,New York,Syracuse,13224,"$150,458.43 ",,,,,,
Madalyn Mulrenan,White,Female,48,Software Developer,New York,New York City,10090,"$43,184.95 ",,,,,,
Loise McConigal,Black,Female,63,Data Coordiator,New York,New York City,10184,"$150,192.80 ",,,,,,
Artie Longmate,Hispanic,Male,39,Scientist,New York,New York City,10045,"$35,712.42 ",,,,,,
Marven Burberye,White,Male,66,Account Executive,New York,Rochester,14604,"$266,727.05 ",,,,,,
Raul Locker,White,Male,64,Electrician,New York,Buffalo,14263,"$259,201.70 ",,,,,,
Chester Croom,White,Male,55,Database Administrator,New York,Jamaica,11447,"$129,232.10 ",,,,,,
Lydon Littlejohns,White,Male,65,Electrician,New York,Brooklyn,11210,"$121,665.54 ",,,,,,
Sarina Murcott,White,Female,60,General Manager,New York,New York City,10004,"$161,635.10 ",,,,,,
Gussie Andrzej,White,Female,21,Nanny,New York,New York City,10009,"$223,810.64 ",,,,,,
Matthaeus Gilloran,White,Male,57,Nanny,New York,New York City,10175,"$114,620.02 ",,,,,,
Lacy Vaisey,White,Female,53,Business Systems Development Analyst,New York,Rochester,14646,"$220,111.54 ",,,,,,
Angie Walton,White,Female,58,VP Accounting,New York,Brooklyn,11247,"$190,960.34 ",,,,,,
Camila Dillestone,White,Female,39,Human Resources,New York,New York City,10079,"$142,834.02 ",,,,,,
Judon Ryal,White,Male,40,Nurse Practicioner,New York,Brooklyn,11236,"$275,976.83 ",,,,,,
Isa Moorey,Black,Female,39,Professor,New York,New York City,10150,"$166,685.18 ",,,,,,
Carolin Micheau,White,Female,26,Software Developer,New York,Rochester,14614,"$202,830.54 ",,,,,,
Ira Feuell,American Indian & Alaska Native,Male,39,Tax Accountant,New York,Albany,12242,"$71,355.21 ",,,,,,
Vally Falks,White,Female,46,Financial Advisor,New York,New York City,10099,"$231,705.56 ",,,,,,
Erena Minchenton,White,Female,43,Community Outreach Specialist,New York,Schenectady,12325,"$237,199.85 ",,,,,,
Nels Winslet,Asian,Male,44,Executive Secretary,New York,Jamaica,11470,"$189,597.87 ",,,,,,
Estele Geal,White,Female,26,Information Systems Manager,New York,New York City,10249,"$119,948.52 ",,,,,,
Amaleta Rasper,White,Female,20,Scientist,New York,Rochester,14614,"$163,580.68 ",,,,,,
Jocelyne Powder,Asian,Female,49,General Manager,New York,New York City,10009,"$173,440.93 ",,,,,,
Emlyn Traske,White,Male,49,Safety Technician,New York,Albany,12222,"$189,615.42 ",,,,,,
Ferdie Barkworth,White,Male,29,Food Chemist,New York,Albany,12262,"$253,172.14 ",,,,,,
Melly Sylett,White,Female,38,Biostatistician,New York,Jamaica,11480,"$108,133.21 ",,,,,,
Franklin Wayon,White,Male,23,Database Administrator,New York,Albany,12232,"$231,075.48 ",,,,,,
Clarence Comben,White,Male,26,Web Designer,New York,Jamaica,11431,"$131,666.75 ",,,,,,
Ailey Finnis,Hispanic,Female,29,Health Coach,New York,Jamaica,11431,"$85,421.46 ",,,,,,
Egor Fryers,Hispanic,Male,25,Senior Editor,New York,New York City,10175,"$150,503.71 ",,,,,,
Cart Bardey,White,Male,19,Internal Auditor,New York,Brooklyn,11220,"$100,356.03 ",,,,,,
Clim Waddy,White,Male,45,Sales Representative,New York,Brooklyn,11254,"$218,793.58 ",,,,,,
Dane Ockwell,White,Male,60,Software Developer,New York,Bronx,10474,"$163,518.23 ",,,,,,
Gertrud Trythall,White,Female,44,Nanny,New York,Staten Island,10310,"$219,892.63 ",,,,,,
Johnnie Marginson,White,Male,27,Account Coordinator,New York,New York City,10110,"$64,181.99 ",,,,,,
Gilles Cranch,Black,Male,19,Nurse Practicioner,New York,Jamaica,11436,"$87,646.61 ",,,,,,
Eydie Godbert,White,Female,64,Quality Control Specialist,New York,New York City,10275,"$89,673.09 ",,,,,,
Kathryn Leckie,Hispanic,Female,24,Geologist,New York,Buffalo,14233,"$172,669.98 ",,,,,,
Elnore Ochterlony,American Indian & Alaska Native,Female,69,Assistant Media Planner,New York,Elmira,14905,"$270,051.98 ",,,,,,
Austin Corran,Black,Male,20,Graphic Designer,New York,Albany,12232,"$278,338.06 ",,,,,,
Ole Vakhonin,Hispanic,Male,58,Software Developer,New York,New York City,10125,"$281,765.91 ",,,,,,
Ella Bullman,Other,Female,27,Pharmacist,New York,Albany,12242,"$273,014.51 ",,,,,,
Nial Genicke,White,Male,44,Software Developer,New York,White Plains,10606,"$60,488.79 ",,,,,,
Didi Basterfield,White,Female,18,Recruiter,New York,Albany,12222,"$230,969.23 ",,,,,,
Jerald Wotton,Black,Male,18,Scientist,New York,Buffalo,14210,"$97,652.78 ",,,,,,
Murvyn Aldin,Hispanic,Male,53,Cost Accountant,New York,Bronx,10454,"$98,552.15 ",,,,,,
Gasper Wasielewicz,Black,Male,22,VP Sales,New York,Rochester,14604,"$148,083.98 ",,,,,,
Galen Gowen,White,Male,21,Software Developer,New York,New York City,10275,"$193,095.64 ",,,,,,
Minne Paolino,Hispanic,Female,43,Accountant,New York,Buffalo,14220,"$202,203.10 ",,,,,,
Sheeree Trevna,Black,Female,62,Legal Assistant,New York,New York City,10024,"$281,880.77 ",,,,,,
Guglielma Hunton,White,Female,39,Nurse,New York,Brooklyn,11220,"$117,122.39 ",,,,,,
Drake Recke,White,Male,35,Software Developer,New York,Rochester,14604,"$46,841.68 ",,,,,,
Eduardo Ervine,White,Male,53,Desktop Support Technician,New York,New York City,10165,"$206,632.20 ",,,,,,
Keen Fishenden,Black,Male,37,Speech Pathologist,New York,Buffalo,14210,"$51,241.17 ",,,,,,
Morgen Morter,White,Male,42,Tax Accountant,New York,Buffalo,14220,"$102,505.53 ",,,,,,
Dorie Fitch,White,Male,56,VP Product Management,New York,Bronx,10454,"$126,383.36 ",,,,,,
Phillipe Horche,White,Male,63,Nanny,New York,New York City,10045,"$27,783.58 ",,,,,,
Denice Buglass,Hispanic,Female,36,Legal Assistant,New York,Rochester,14614,"$136,199.98 ",,,,,,
Vinny Ebertz,White,Male,42,Associate Professor,New York,New York City,10079,"$45,317.58 ",,,,,,
Kial Flinn,White,Female,25,Geologist,New York,Syracuse,13210,"$272,374.02 ",,,,,,
Artie Toulmin,White,Male,49,GIS Technical Architect,New York,Albany,12210,"$135,176.36 ",,,,,,
Demott Ansteys,White,Male,33,General Manager,New York,Albany,12210,"$58,107.33 ",,,,,,
Clemmie Shills,White,Female,64,GIS Technical Architect,New York,New York City,10275,"$289,722.15 ",,,,,,
Talbert Leader,White,Male,29,Director of Sales,New York,New York City,10125,"$245,638.51 ",,,,,,
Viviyan Drakeford,Hispanic,Female,49,Quality Control Specialist,New York,New York City,10045,"$143,521.77 ",,,,,,
Nicole Dieton,White,Female,46,Financial Analyst,New York,Flushing,11355,"$125,197.44 ",,,,,,
Bili Hauxby,White,Female,30,Nanny,New York,New York City,10105,"$297,777.35 ",,,,,,
Laraine Parrett,Asian,Female,34,Office Assistant,New York,Buffalo,14233,"$147,481.57 ",,,,,,
Lucien Conkay,White,Male,54,Nurse Practicioner,New York,Brooklyn,11205,"$192,912.72 ",,,,,,
Gerianne Ilewicz,White,Female,26,Legal Assistant,New York,Schenectady,12305,"$206,137.20 ",,,,,,
Liuka Collinwood,Black,Female,24,Nanny,New York,Rochester,14619,"$133,421.32 ",,,,,,
Massimiliano Bangs,White,Male,62,Actuary,New York,Albany,12262,"$101,220.13 ",,,,,,
Francine Lemoir,White,Female,39,Nanny,New York,New York City,10029,"$278,541.92 ",,,,,,
Peter Maasze,Hispanic,Male,47,Nanny,New York,New York City,10115,"$33,911.81 ",,,,,,
Erin Babb,White,Female,48,Information Systems Manager,New York,New York City,10155,"$36,444.22 ",,,,,,
Kelbee Tunnow,White,Male,53,Nanny,New York,Albany,12242,"$275,213.40 ",,,,,,
Gregoor Beddall,White,Male,36,Librarian,New York,Syracuse,13205,"$56,930.06 ",,,,,,
Sheff Cutridge,White,Male,45,Health Coach,New York,Jamaica,11436,"$218,188.90 ",,,,,,
Florrie Prynne,White,Female,49,VP Accounting,New York,Jamaica,11407,"$270,191.11 ",,,,,,
Raynell Oley,Black,Female,63,Safety Technician,New York,Brooklyn,11215,"$164,299.24 ",,,,,,
Cyrill Erickson,White,Male,38,Biostatistician,New York,New York City,10110,"$62,423.91 ",,,,,,
Sydelle Geistmann,White,Female,23,Quality Control Specialist,New York,Jamaica,11470,"$176,554.09 ",,,,,,
Royce Rathborne,Black,Male,48,Environmental Specialist,New York,New York City,10292,"$148,114.26 ",,,,,,
Karlis Ayling,White,Male,54,Software Developer,New York,Brooklyn,11220,"$64,147.55 ",,,,,,
Christel Gother,White,Female,54,GIS Technical Architect,New York,Jamaica,11436,"$159,232.50 ",,,,,,
Feodor Burgoyne,Black,Male,43,Cost Accountant,New York,Bronx,10464,"$100,356.60 ",,,,,,
Madelin Shillom,White,Female,56,Assistant Professor,New York,Buffalo,14269,"$43,405.60 ",,,,,,
Glenine Trodden,White,Female,21,Software Developer,New York,New York City,10280,"$170,602.39 ",,,,,,
Jarred McPherson,Hispanic,Male,69,Nanny,New York,New York City,10160,"$215,729.65 ",,,,,,
Tomasina Simonelli,White,Female,63,Software Developer,New York,Utica,13505,"$128,700.22 ",,,,,,
Pincas O'Carrol,White,Male,31,Software Developer,New York,Syracuse,13210,"$40,892.16 ",,,,,,
Artemus Petrolli,White,Male,32,Recruiting Manager,New York,Rochester,14624,"$239,324.53 ",,,,,,
Lyn McCarver,Black,Female,50,Accountant,New York,Hicksville,11854,"$269,456.69 ",,,,,,
Raddy Marchand,White,Male,61,General Manager,New York,Buffalo,14263,"$174,735.24 ",,,,,,
Lianne Huncoot,White,Female,62,GIS Technical Architect,New York,Yonkers,10705,"$74,553.30 ",,,,,,
Chloris Pendrid,Hispanic,Female,20,Nanny,New York,New York City,10009,"$95,571.61 ",,,,,,
Ronny Haddeston,White,Male,64,Marketing Assistant,New York,Rochester,14624,"$170,258.53 ",,,,,,
Heindrick Tapley,White,Male,35,Recruiting Manager,New York,Albany,12205,"$197,456.53 ",,,,,,
Dillon Slimming,White,Male,70,Internal Auditor,New York,Hicksville,11854,"$291,326.13 ",,,,,,
Rowe Full,White,Female,53,Nanny,New York,Albany,12255,"$273,791.66 ",,,,,,
Tomkin Aylesbury,Other,Male,37,Help Desk Technician,New York,Syracuse,13224,"$138,527.19 ",,,,,,
Effie Fealey,Asian,Female,48,Software Developer,New York,New York City,10260,"$255,174.79 ",,,,,,
Dom Frigot,Black,Male,30,Executive Assistant,New York,Buffalo,14276,"$135,410.03 ",,,,,,
Francesca Streatfield,Asian,Female,59,Assistant Professor,New York,Rochester,14609,"$172,493.51 ",,,,,,
Patton Atling,White,Male,59,Dental Hygienist,New York,New York City,10079,"$270,511.10 ",,,,,,
Janeczka McHale,White,Female,50,Marketing Manager,New York,New York City,10099,"$196,805.67 ",,,,,,
Kaiser Eastup,White,Male,61,Senior Developer,New York,Syracuse,13210,"$218,032.41 ",,,,,,
Piggy Harvard,White,Male,24,Director of Sales,New York,Albany,12232,"$174,288.36 ",,,,,,
Tildy Wapple,Hispanic,Female,45,Pharmacist,New York,New York City,10203,"$256,460.47 ",,,,,,
Emmett Twiddle,Black,Male,45,Sales Associate,New York,New York City,10034,"$184,690.11 ",,,,,,
Gerri Buddleigh,Asian,Female,54,Data Coordiator,New York,New York City,10039,"$246,106.20 ",,,,,,
Tiphany Russam,Hispanic,Female,71,Account Executive,New York,New York City,10275,"$226,659.15 ",,,,,,
Tadeas Winterbottom,Asian,Male,48,Nanny,New York,Brooklyn,11215,"$225,581.94 ",,,,,,
Ranique Gregan,White,Female,48,Food Chemist,New York,Syracuse,13205,"$156,662.94 ",,,,,,
Kira Silverwood,White,Female,69,Cost Accountant,New York,Flushing,11388,"$50,210.98 ",,,,,,
Kristian Cameli,Black,Male,42,Editor,New York,Jamaica,11436,"$90,538.37 ",,,,,,
Darin Lismer,Hispanic,Male,27,Junior Executive,New York,New York City,10105,"$99,047.92 ",,,,,,
Grata Hickford,Hispanic,Female,57,Project Manager,New York,New York City,10165,"$134,329.54 ",,,,,,
Noah Parnaby,Asian,Male,43,Nanny,New York,New York City,10024,"$168,657.50 ",,,,,,
Lela Moodycliffe,White,Female,66,VP Marketing,New York,Buffalo,14233,"$54,350.85 ",,,,,,
Ginger Gorvette,Asian,Male,35,Environmental Tech,New York,New York City,10120,"$148,372.92 ",,,,,,
Pryce Rose,Black,Male,61,Nanny,New York,Syracuse,13210,"$97,566.00 ",,,,,,
Eben Gumby,White,Male,31,Actuary,New York,Buffalo,14205,"$169,286.87 ",,,,,,
Alayne Cuffin,Hispanic,Female,27,Project Manager,New York,Bronx,10459,"$132,140.57 ",,,,,,
Kathy Harborow,White,Female,63,Financial Analyst,New York,Jamaica,11470,"$89,808.26 ",,,,,,
Connor Haylor,Hispanic,Male,64,Software Developer,New York,Albany,12255,"$84,056.05 ",,,,,,
Mable Endley,White,Female,41,VP Accounting,New York,New York City,10170,"$40,325.35 ",,,,,,
Dana Billion,Other,Male,32,Accountant,New York,Bronx,10454,"$147,935.51 ",,,,,,
Tyler Tolwood,White,Male,60,Recruiting Manager,New York,New York City,10155,"$104,282.53 ",,,,,,
Pincus Hanlin,White,Male,48,Nurse Practicioner,New York,Elmira,14905,"$230,378.18 ",,,,,,
Odette Lasselle,White,Female,67,Software Developer,New York,Albany,12232,"$143,661.64 ",,,,,,
Bastien Boylund,Asian,Male,57,Registered Nurse,New York,Syracuse,13224,"$160,555.14 ",,,,,,
Marcos Aberhart,White,Male,23,VP Marketing,New York,Rochester,14683,"$94,013.74 ",,,,,,
Merilee Osban,White,Female,28,Researcher,New York,Flushing,11355,"$221,507.03 ",,,,,,
Yoshiko Reignard,Other,Female,68,Executive Secretary,New York,New York City,10160,"$207,188.03 ",,,,,,
Aviva Gleasane,Asian,Female,58,Tax Accountant,New York,New York City,10125,"$225,177.75 ",,,,,,
Babbie Habeshaw,Asian,Female,58,Office Assistant,New York,Brooklyn,11225,"$276,266.02 ",,,,,,
Elvyn Goodswen,White,Male,60,Media Manager,New York,Rochester,14609,"$91,142.47 ",,,,,,
Adam Truelove,Black,Male,32,Research Associate,New York,Rochester,14624,"$271,198.07 ",,,,,,
Elliott Goodram,Black,Male,65,Nanny,New York,Yonkers,10705,"$135,468.56 ",,,,,,
Augusto Wanstall,White,Male,45,Administrative Officer,New York,Albany,12242,"$60,026.89 ",,,,,,
Eleen Kirrens,White,Female,66,Community Outreach Specialist,New York,Brooklyn,11215,"$97,801.91 ",,,,,,
Herman Di Lucia,Other,Male,30,Dental Hygienist,New York,Jamaica,11431,"$259,529.06 ",,,,,,
Reyna Josefsson,Black,Female,68,Software Developer,New York,Brooklyn,11247,"$72,544.38 ",,,,,,
Killian Merlin,Hispanic,Male,41,Senior Financial Analyst,New York,New York City,10060,"$140,808.64 ",,,,,,
Auguste Wiley,Hispanic,Female,33,Nanny,New York,New York City,10034,"$149,098.70 ",,,,,,
Barron Grisewood,White,Male,37,Dental Hygienist,New York,New York City,10029,"$187,619.69 ",,,,,,
Halie Duddin,White,Female,68,Nanny,New York,Brooklyn,11241,"$258,972.28 ",,,,,,
Nikolos Got,White,Male,33,Nanny,New York,Schenectady,12325,"$104,657.77 ",,,,,,
Freida Foxall,White,Female,32,Geologist,New York,Jamaica,11431,"$268,411.46 ",,,,,,
Gayler Fleis,White,Male,59,Automation Specialist,New York,New York City,10184,"$121,478.83 ",,,,,,
Elizabeth Fintoph,White,Female,45,Research Associate,New York,Bronx,10464,"$137,116.44 ",,,,,,
Micki Cokely,Black,Female,29,Technical Writer,New York,New York City,10105,"$53,901.65 ",,,,,,
Gregg Leabeater,White,Male,25,Senior Developer,New York,Buffalo,14205,"$275,813.33 ",,,,,,
Dorine Blyde,Hispanic,Female,25,Administrative Officer,New York,Buffalo,14215,"$74,516.69 ",,,,,,
Callean Maddern,White,Male,59,Software Consultant,New York,Albany,12227,"$247,381.25 ",,,,,,
Emylee Pinkett,White,Female,54,Human Resources,New York,Albany,12255,"$249,358.53 ",,,,,,
Sheryl Scuffham,White,Female,30,Nurse Practicioner,New York,Rochester,14646,"$64,409.71 ",,,,,,
Beverlie Sleeford,Hispanic,Female,38,Senior Cost Accountant,New York,Jamaica,11499,"$200,805.31 ",,,,,,
Ellerey O'Halligan,Hispanic,Male,21,Financial Advisor,New York,Albany,12255,"$56,211.64 ",,,,,,
Kelli Lewzey,White,Female,47,Software Developer,New York,Jamaica,11436,"$79,472.46 ",,,,,,
Valene Halligan,Black,Female,39,Nanny,New York,Rochester,14609,"$78,031.20 ",,,,,,
Waverley Johnys,White,Male,47,Account Coordinator,New York,Port Washington,11054,"$261,489.35 ",,,,,,
Michal Doyley,Hispanic,Male,49,Buget Analyst,New York,Rochester,14652,"$175,660.04 ",,,,,,
Trev Dary,Black,Male,52,Paralegal,New York,Buffalo,14205,"$245,672.65 ",,,,,,
Trefor Saunton,Black,Male,45,Senior Cost Accountant,New York,Brooklyn,11247,"$157,443.32 ",,,,,,
Andie Sudddard,White,Male,37,Community Outreach Specialist,New York,New York City,10099,"$106,332.53 ",,,,,,
Rubin Adshed,White,Male,41,Assistant Media Planner,New York,Brooklyn,11241,"$250,402.05 ",,,,,,
Donnamarie Henzer,White,Female,37,Biostatistician,New York,New York City,10024,"$153,435.54 ",,,,,,
Anita Mugg,White,Female,27,Human Resources,New York,Bronx,10454,"$254,637.90 ",,,,,,
Monica Polhill,Other,Female,39,Information Systems Manager,New York,New York City,10131,"$86,607.51 ",,,,,,
Katheryn Connolly,Black,Female,51,Nanny,New York,Great Neck,11024,"$107,168.81 ",,,,,,
Aveline Danelutti,White,Female,26,Quality Control Specialist,New York,Albany,12247,"$73,165.43 ",,,,,,
Leonidas Corteney,Hispanic,Male,35,Occupational Therapist,New York,Port Washington,11054,"$72,974.97 ",,,,,,
Oswell Clemenson,Black,Male,59,Community Outreach Specialist,New York,Albany,12222,"$145,148.68 ",,,,,,
Lizabeth Widger,White,Female,40,Human Resources,New York,Buffalo,14233,"$203,266.83 ",,,,,,
Morgana Crockett,White,Female,63,Legal Assistant,New York,New York City,10125,"$93,830.33 ",,,,,,
Bernette Jasiak,White,Female,40,Senior Cost Accountant,New York,Brooklyn,11205,"$173,347.63 ",,,,,,
Gerrie Joffe,White,Male,26,Sales Associate,New York,Syracuse,13224,"$75,458.81 ",,,,,,
Bessy Earnshaw,Hispanic,Female,70,Recruiting Manager,New York,New York City,10034,"$245,115.14 ",,,,,,
Emmerich Farquar,Hispanic,Male,70,Sales Associate,New York,New Hyde Park,11044,"$278,105.32 ",,,,,,
Patti Adnam,Black,Female,35,Business Systems Development Analyst,New York,Rochester,14619,"$96,970.05 ",,,,,,
Carri Corder,White,Female,42,Geologist,New York,New York City,10115,"$131,218.08 ",,,,,,
Zola Renfrew,Black,Female,54,Safety Technician,New York,New York City,10155,"$185,231.58 ",,,,,,
Clarette Thominga,White,Female,31,Cost Accountant,New York,Rochester,14639,"$104,242.86 ",,,,,,
Rozamond Duny,White,Female,36,VP Quality Control,New York,Buffalo,14263,"$207,290.39 ",,,,,,
Joete Coventry,Black,Female,40,Nanny,New York,Staten Island,10310,"$30,058.44 ",,,,,,
Hedy Baughan,White,Female,40,Director of Sales,New York,New York City,10110,"$136,087.54 ",,,,,,
Pat Fieldgate,White,Male,31,Actuary,New York,Buffalo,14205,"$129,786.37 ",,,,,,
Isadore Skrzynski,White,Male,23,Human Resources,New York,Syracuse,13217,"$237,416.58 ",,,,,,
Niki Thoms,Hispanic,Male,19,Speech Pathologist,New York,Syracuse,13251,"$129,333.35 ",,,,,,
Shelley Radbourne,Black,Male,30,Nanny,New York,New York City,10203,"$298,554.23 ",,,,,,
Merrill Pabelik,Hispanic,Male,27,Assistant Media Planner,New York,Bronx,10454,"$277,826.72 ",,,,,,
Quintus Adolfsen,White,Male,19,Tax Accountant,New York,Rochester,14614,"$86,938.63 ",,,,,,
Ned Cracknall,White,Male,65,Nanny,New York,Brooklyn,11254,"$201,990.17 ",,,,,,
Almeda Barends,White,Female,21,Nurse,New York,Bronx,10454,"$275,743.98 ",,,,,,
Sylvester Dionsetti,Asian,Male,52,Food Chemist,New York,Rochester,14646,"$69,834.14 ",,,,,,
Helenka Vayro,White,Female,27,Junior Executive,New York,New York City,10270,"$161,832.02 ",,,,,,
Jonathon Gladdor,White,Male,54,Scientist,New York,Buffalo,14210,"$298,606.90 ",,,,,,
Roxie Wannan,Black,Female,32,Recruiter,New York,Bronx,10464,"$164,864.43 ",,,,,,
Lilith Greenside,White,Female,26,Nurse,New York,New York City,10292,"$166,186.94 ",,,,,,
Merrick Hesser,Hispanic,Male,30,Nanny,New York,Brooklyn,11231,"$53,756.32 ",,,,,,
Obediah Buffey,White,Male,60,Sales Associate,New York,Brooklyn,11254,"$199,177.07 ",,,,,,
Geoffrey Heath,White,Male,71,Project Manager,New York,New York City,10125,"$73,105.63 ",,,,,,
Ignaz Ohrtmann,White,Male,35,Community Outreach Specialist,New York,Rochester,14652,"$49,192.14 ",,,,,,
Rozelle Full,White,Female,51,Scientist,New York,New York City,10014,"$153,924.15 ",,,,,,
Larry Gouch,White,Male,29,Systems Administrator,New York,Buffalo,14263,"$213,896.74 ",,,,,,
