full_name,race,gender,age,job_title,state,city,zip_code,salary
Thorny MacFayden,Black,Male,19,Nurse Practicioner,New York,Bronx,10454,20615.11
Thekla McKeaney,Asian,Female,54,Project Manager,New York,New York City,10150,19259.87
Idalia Paxton,White,Female,47,Food Chemist,New York,New York City,10014,24701.69
Jandy Sedgman,White,Female,34,VP Accounting,New York,New York City,10034,22282.32
Lawry Crust,Hispanic,Male,53,Senior Financial Analyst,New York,New York City,10060,17188.9
Dallis Rabl,White,Male,49,Research Nurse,New York,New York City,10079,24285.96
Nicolais Synder,Black,Male,28,Director of Sales,New York,New York City,10115,16251.57
Hermione Hawkswood,White,Female,57,Actuary,New York,New York City,10029,24496.48
Sharon Dashkov,Asian,Female,18,Dental Hygienist,New York,Hicksville,11854,21110.36
Livia Mapother,White,Female,28,Senior Cost Accountant,New York,New York City,10029,23372.42
Holly-anne Langhor,White,Female,23,VP Accounting,New York,New York City,10131,19552.37
Baxter Gabala,Black,Male,48,Marketing Manager,New York,Staten Island,10305,20953.56
Margalo McPhater,White,Female,49,Administrative Officer,New York,Jamaica,11407,23668.73
Lulu Lermit,White,Female,66,Office Assistant,New York,Albany,12242,17481.24
Forester Everex,White,Male,59,Software Developer,New York,Staten Island,10305,15268.78
Rosco Standage,White,Male,30,Project Manager,New York,Brooklyn,11220,24708.88
Khalil Marryatt,Asian,Male,54,Plumber,New York,Brooklyn,11205,22897.96
Griz Spillett,Other,Male,23,Staff Scientist,New York,Brooklyn,11220,21600.65
Felipa Stranger,Hispanic,Female,51,Legal Assistant,New York,New York City,10170,20963.91
Kinnie Rushmere,Asian,Male,58,Associate Professor,New York,New York City,10120,21541.42
Dennis Whyffen,White,Male,58,Sales Representative,New York,Jamaica,11470,17138.58
Sauncho Kuhl,Hispanic,Male,30,Statistician,New York,Rochester,14646,16548.79
Melvyn Straughan,White,Male,49,Senior Editor,New York,Yonkers,10705,15939.68
Mira Boundley,Asian,Female,47,Community Outreach Specialist,New York,New York City,10014,16656.59
Harvey Dunton,Black,Male,26,Sales Representative,New York,New York City,10009,18230.18
Chery Hartford,Hispanic,Female,19,Staff Scientist,New York,Jamaica,11431,21095.28
Kelcie Jostan,White,Female,58,Marketing Assistant,New York,Brooklyn,11247,21137.93
Gaspar Tumulty,Hispanic,Male,22,Senior Cost Accountant,New York,New York City,10260,23825.45
Adrian Gillhespy,Hispanic,Male,29,Executive Assistant,New York,Albany,12247,22783.3
Dorena Holdey,Hispanic,Female,51,Executive Assistant,New York,Brooklyn,11215,21891.05
Gilles Boughton,White,Male,18,Software Developer,New York,Buffalo,14225,20918.67
Consalve De Wolfe,Asian,Male,40,Professor,New York,New York City,10120,21598.37
Ernesto Bisiker,White,Male,20,Marketing Manager,New York,Flushing,11355,22878.34
Mallory Arcase,Black,Male,71,Plumber,New York,Rochester,14646,21793.77
Shelden Mac Giany,White,Male,31,Assistant Professor,New York,Brooklyn,11241,17139.23
Alfonso Ikin,Black,Male,24,Pharmacist,New York,Mount Vernon,10557,20905.84
Casper Alexsandrovich,White,Male,30,Plumber,New York,Jamaica,11480,22293.65
Alexei Peace,White,Male,62,Sales Associate,New York,New York City,10009,20953.04
Morry Harome,Black,Male,26,Software Developer,New York,New York City,10170,23826.25
Nero Lonergan,White,Male,51,Marketing Assistant,New York,New York City,10039,21880.32
Kristina McLevie,Black,Female,34,VP Marketing,New York,Jamaica,11447,15733
Geneva Sprouls,Asian,Female,29,Assistant Media Planner,New York,New York City,10270,24859.13
Malina Annets,White,Female,61,Plumber,New York,New York City,10165,15381.95
Heindrick Drohane,White,Male,67,Plumber,New York,Brooklyn,11215,20489.16
Trev O'Sirin,White,Male,53,Executive Assistant,New York,Albany,12247,16164.81
Barbee Heiss,Hispanic,Female,34,Help Desk Operator,New York,Brooklyn,11225,16692.43
Corey Dore,White,Male,55,Plumber,New York,Great Neck,11024,18257.45
Thom Pottell,Hispanic,Male,35,VP Sales,New York,New York City,10170,17323.09
Joshua Stollwerck,Black,Male,23,Media Manager,New York,Syracuse,13224,19863.74
Marten Sessuns,Hispanic,Male,46,Plumber,New York,New York City,10115,22629.52
Odey Scane,Black,Male,39,Plumber,New York,New York City,10249,22139.51
Gayleen Gutherson,White,Female,65,Senior Sales Associate,New York,Syracuse,13224,21228.54
Byrom Carbine,Hispanic,Male,70,Junior Executive,New York,Rochester,14604,17236.02
Isidoro Tomasini,White,Male,49,Environmental Tech,New York,Albany,12262,24254.46
Udell Cobbledick,White,Male,26,Media Manager,New York,New York City,10275,18347.31
Nathanil Janku,White,Male,53,Statistician,New York,Buffalo,14220,22201.01
Linette O'Kerin,Hispanic,Female,37,Data Coordiator,New York,New York City,10150,21569.06
Cathleen Strathdee,White,Female,47,Graphic Designer,New York,Rochester,14614,22278.19
Paten Schubbert,White,Male,30,Social Worker,New York,New York City,10014,20223.01
Jehanna Boshier,White,Female,18,VP Marketing,New York,Albany,12205,17020.4
Grenville Dyet,White,Male,30,Sales Associate,New York,Jamaica,11470,17485.74
Claybourne Broadfoot,American Indian & Alaska Native,Male,28,Marketing Manager,New York,White Plains,10633,15408.57
Dasya MacGraith,Hispanic,Female,20,Assistant Media Planner,New York,New York City,10120,19602.32
Claribel Pipkin,White,Female,59,Pharmacist,New York,Rochester,14609,16160
Pryce Stinchcombe,Hispanic,Male,38,Community Outreach Specialist,New York,Rochester,14624,15990.05
Billi Bagniuk,Hispanic,Female,50,Speech Pathologist,New York,New York City,10009,21406.8
Pamela McPolin,Black,Female,37,Environmental Specialist,New York,Buffalo,14225,23730.86
Bernadine Note,Hispanic,Female,37,Food Chemist,New York,New York City,10203,23728.22
Lilian Andriessen,White,Female,57,Sales Associate,New York,Flushing,11355,23606.38
Tani Maggi,White,Female,18,Senior Financial Analyst,New York,Buffalo,14205,16158.66
Rolland Mc Faul,Asian,Male,52,Software Developer,New York,New York City,10004,23788
Ervin Curmi,White,Male,54,Professor,New York,New York City,10249,23124.84
Anabal Edens,Black,Female,50,Sales Associate,New York,New York City,10039,15280.59
Fair Nother,Asian,Male,52,Financial Advisor,New York,Syracuse,13210,17622.05
Sutton Goede,White,Male,54,Plumber,New York,New York City,10260,17941.12
Cristine Chastang,Hispanic,Female,66,Director of Sales,New York,Albany,12205,23465.87
Nikolaus Fitchet,Asian,Male,41,Office Assistant,New York,Brooklyn,11205,21305.72
Simona Langstone,White,Female,28,Director of Sales,New York,Jamaica,11499,20131.43
Ezra Dutnell,Black,Male,37,Biostatistician,New York,White Plains,10633,23263.6
Tasia Hartin,Hispanic,Female,48,Occupational Therapist,New York,Brooklyn,11210,20178.54
Kizzie Pendrey,White,Female,58,Sales Associate,New York,Utica,13505,16117.93
Westleigh Privost,White,Male,47,Dental Hygienist,New York,Jamaica,11447,21744.7
Nita Harhoff,White,Female,57,Help Desk Operator,New York,Brooklyn,11236,21869.02
Valerye Feldhammer,White,Female,66,Plumber,New York,New York City,10120,19215.72
Kessiah Turbard,White,Female,29,Pharmacist,New York,Rochester,14609,17472.24
Giorgia Hupka,White,Female,48,Financial Advisor,New York,Jamaica,11407,22336.01
Gunter De Benedictis,White,Male,44,Dental Hygienist,New York,Hicksville,11854,19157.96
Tore Gallifont,White,Male,37,Teacher,New York,Jamaica,11470,18155.9
Krista Eisig,White,Female,29,Teacher,New York,Buffalo,14276,22214.76
Felice Gregs,Asian,Female,18,Web Designer,New York,Brooklyn,11254,21656.19
Guido Mays,White,Male,60,Internal Auditor,New York,Albany,12222,15979.44
Cymbre Castells,White,Female,70,Office Assistant,New York,Brooklyn,11231,24563.83
Marilyn Stayt,White,Female,65,VP Product Management,New York,Jamaica,11431,16370.47
Patrica Branscombe,White,Female,38,Research Associate,New York,Albany,12210,23302.18
Lars Gordge,White,Male,70,Paralegal,New York,New York City,10260,24667.12
Carl Smoughton,White,Male,70,Automation Specialist,New York,Rochester,14624,20044.11
Natalie Catlette,Hispanic,Female,35,Plumber,New York,Rochester,14624,20615.11
Sherye Huddles,Asian,Female,18,Compensation Analyst,New York,Bronx,10474,19259.87
Reta Pude,White,Female,65,Software Developer,New York,Albany,12232,24701.69
Wadsworth Tott,White,Male,30,Registered Nurse,New York,Jamaica,11480,22282.32
Nevin Gueste,Hispanic,Male,37,Web Designer,New York,Rochester,14683,17188.9
Dani Verey,White,Male,67,Buget Analyst,New York,Buffalo,14269,24285.96
Clementina Forrestall,White,Female,64,Editor,New York,Buffalo,14225,16251.57
Zack Mcwhinnie,White,Male,31,Occupational Therapist,New York,Hicksville,11854,24496.48
Vivien Eddins,White,Female,59,Software Developer,New York,New York City,10014,21110.36
Franklyn Cranmere,Black,Male,31,VP Product Management,New York,Brooklyn,11247,23372.42
Clem MacGarrity,White,Male,57,Assistant Manager,New York,Rochester,14683,19552.37
Yank Blood,White,Male,23,Software Developer,New York,New York City,10170,20953.56
Zane Earthfield,Hispanic,Male,34,Safety Technician,New York,Rochester,14614,23668.73
Erskine Paolini,White,Male,37,Software Consultant,New York,New York City,10150,17481.24
Johann Huband,Black,Male,44,Junior Executive,New York,New York City,10060,15268.78
Lindon Hanigan,Hispanic,Male,35,Geologist,New York,Rochester,14683,24708.88
Phylys Hentze,Asian,Female,34,Biostatistician,New York,Bronx,10459,22897.96
Odelinda Kinner,White,Female,53,Recruiting Manager,New York,New York City,10045,21600.65
Erich Fagan,White,Male,53,Human Resources,New York,New York City,10155,20963.91
Goldi Tattersfield,White,Female,47,Software Consultant,New York,Jamaica,11499,21541.42
Corri Tott,White,Female,25,Recruiting Manager,New York,Rochester,14624,17138.58
Olympe Phizaclea,American Indian & Alaska Native,Female,21,Administrative Officer,New York,New York City,10203,16548.79
Marsha Sidaway,White,Female,26,Data Coordiator,New York,Brooklyn,11220,15939.68
Min Harrow,Hispanic,Female,39,Staff Scientist,New York,Elmira,14905,16656.59
Grange Lowth,White,Male,26,Plumber,New York,Buffalo,14269,18230.18
Lin Gleeson,White,Male,54,Administrative Officer,New York,Buffalo,14220,21095.28
Jozef Dorrins,White,Male,34,VP Accounting,New York,Rochester,14624,21137.93
Sonya Fluck,White,Female,60,Senior Developer,New York,New York City,10170,23825.45
Dion Alonso,White,Female,22,Actuary,New York,Elmira,14905,22783.3
Veronika Bickerdike,Asian,Female,30,Dental Hygienist,New York,Buffalo,14205,21891.05
Colver Scarsbrook,White,Male,57,Office Assistant,New York,Albany,12242,20918.67
Salli Brommage,Black,Female,49,Community Outreach Specialist,New York,Albany,12247,21598.37
Rickie Eddins,White,Male,69,Software Developer,New York,Brooklyn,11225,22878.34
Ira Brayshaw,White,Male,25,Systems Administrator,New York,Albany,12247,21793.77
Annalise Lismore,White,Female,50,Project Manager,New York,Albany,12210,17139.23
Joletta Napper,White,Female,61,Librarian,New York,Jamaica,11431,20905.84
Lyndy Dinsale,White,Female,21,Senior Developer,New York,Bronx,10454,22293.65
Hallsy Bedham,White,Male,20,Account Coordinator,New York,Bronx,10474,20953.04
Jenilee Jupe,White,Female,20,VP Product Management,New York,New York City,10155,23826.25
Vassili Blaxley,White,Male,62,Operator,New York,Rochester,14609,21880.32
Ashli Claque,White,Female,43,Plumber,New York,Rochester,14646,15733
Ruddy Berthelmot,White,Male,66,Plumber,New York,Elmira,14905,24859.13
Way Moggie,White,Male,46,Plumber,New York,Bronx,10474,15381.95
Shep Stonnell,Hispanic,Male,34,Operator,New York,Brooklyn,11254,20489.16
Basia Burth,Hispanic,Female,61,Research Associate,New York,New York City,10184,16164.81
Salomo Mangeney,White,Male,22,Safety Technician,New York,Rochester,14614,16692.43
Dari Trice,Black,Female,57,Social Worker,New York,New York City,10060,18257.45
Tonnie Fulham,White,Male,36,Cost Accountant,New York,Albany,12237,17323.09
Alvan New,White,Male,64,Help Desk Technician,New York,Syracuse,13210,19863.74
Mikel Morit,White,Male,43,Accountant,New York,New York City,10045,22629.52
Bealle McCraine,Black,Male,49,Software Developer,New York,New York City,10184,22139.51
Josee Million,Hispanic,Female,22,Clinical Specialist,New York,New York City,10175,21228.54
Hermie Boughtwood,White,Male,18,Director of Sales,New York,Albany,12242,17236.02
Ed Eldered,White,Male,59,Associate Professor,New York,New York City,10160,24254.46
Rutledge Key,Black,Male,62,Clinical Specialist,New York,New York City,10009,18347.31
Tiertza Lernihan,Asian,Female,52,Sales Representative,New York,Jamaica,11407,22201.01
Gerianne Wathen,Hispanic,Female,67,Software Developer,New York,New York City,10165,21569.06
Austina Willoughey,White,Female,40,Environmental Specialist,New York,New York City,10260,22278.19
Trisha Dearsley,White,Female,40,Food Chemist,New York,Buffalo,14205,20223.01
Sherwynd Kensitt,White,Male,27,Information Systems Manager,New York,Albany,12247,17020.4
Rickey Hitter,White,Male,24,Associate Professor,New York,New York City,10249,17485.74
Abram Nafziger,White,Male,19,Safety Technician,New York,New York City,10184,15408.57
Elly De Vaux,Hispanic,Female,48,Senior Financial Analyst,New York,New York City,10079,19602.32
Perice Crannach,White,Male,48,Editor,New York,New York City,10039,16160
Ephrayim Fraczek,White,Male,60,Internal Auditor,New York,New York City,10045,15990.05
Spike Leatherborrow,Hispanic,Male,46,Account Executive,New York,New York City,10039,21406.8
Guendolen Bifield,Hispanic,Female,58,Human Resources,New York,New York City,10039,23730.86
Cassie Cruddace,White,Male,34,Senior Cost Accountant,New York,New York City,10160,23728.22
Tyrone Gilsthorpe,White,Male,18,Quality Control Specialist,New York,Brooklyn,11241,23606.38
Dillie Giddens,White,Male,50,Recruiting Manager,New York,New York City,10270,16158.66
Oren Bisatt,White,Male,33,Assistant Media Planner,New York,Rochester,14609,23788
Bendicty Oosthout de Vree,Hispanic,Male,49,VP Quality Control,New York,Albany,12210,23124.84
Lian Frushard,White,Female,23,Senior Editor,New York,Syracuse,13251,15280.59
Hasty Kildahl,White,Male,49,Software Developer,New York,Brooklyn,11220,17622.05
Lawton Maplesden,White,Male,25,Plumber,New York,Port Washington,11054,17941.12
Eugenius Dewhirst,White,Male,32,Marketing Manager,New York,Rochester,14639,23465.87
Daisi Rosenstock,White,Female,19,Automation Specialist,New York,New York City,10014,21305.72
Alta MacCafferty,White,Female,29,Software Developer,New York,Jamaica,11470,20131.43
Margaretta Aloshkin,Asian,Female,44,Software Developer,New York,Hicksville,11854,23263.6
Trev Kliche,White,Male,55,VP Accounting,New York,New York City,10019,20178.54
Fionna Bonsale,White,Female,40,Help Desk Operator,New York,New York City,10120,16117.93
Alverta Ofield,White,Female,32,Software Developer,New York,Bronx,10454,21744.7
Jamima Kiddy,Hispanic,Female,44,Health Coach,New York,New York City,10110,21869.02
Alane Syplus,Hispanic,Female,43,Plumber,New York,Rochester,14614,19215.72
Rahel Silly,White,Female,32,Physical Therapy Assistant,New York,Jamaica,11447,17472.24
Vidovik Rudwell,White,Male,64,Office Assistant,New York,New York City,10024,22336.01
Darci Leinster,White,Female,58,Marketing Assistant,New York,Rochester,14614,19157.96
Ruben Raulstone,Black,Male,61,General Manager,New York,Buffalo,14233,18155.9
Yolanda Jamme,White,Female,26,Research Associate,New York,Brooklyn,11225,22214.76
Gilberte Simmon,White,Female,67,Assistant Professor,New York,New York City,10165,21656.19
Benedicto Rame,White,Male,60,Buget Analyst,New York,Schenectady,12305,15979.44
Benyamin Beaufoy,White,Male,32,VP Product Management,New York,Buffalo,14205,24563.83
Jennie BoHlingolsen,White,Female,20,Office Assistant,New York,New York City,10125,16370.47
Giana Dallmann,White,Female,28,Internal Auditor,New York,Brooklyn,11247,23302.18
Rene Wilford,Hispanic,Female,54,Account Executive,New York,New York City,10170,24667.12
Chicky Erskin,White,Male,59,Associate Professor,New York,Buffalo,14205,20044.11
Giacinta Feifer,Black,Female,30,Speech Pathologist,New York,Brooklyn,11241,20615.11
Enoch Giottini,White,Male,56,Project Manager,New York,Jamaica,11407,19259.87
Redd Mair,White,Male,58,Clinical Specialist,New York,New York City,10090,24701.69
Maddy Willeson,White,Female,24,Sales Representative,New York,Rochester,14614,22282.32
Darren Omand,White,Male,63,Executive Secretary,New York,New York City,10184,17188.9
Cathe Stanaway,White,Female,47,Environmental Tech,New York,Flushing,11388,24285.96
Corrina Barents,White,Female,25,Health Coach,New York,New York City,10029,16251.57
Phillis Courteney,White,Female,20,Professor,New York,Bronx,10474,24496.48
Rosina Simonich,White,Female,38,Software Developer,New York,New York City,10155,21110.36
Salome Gaynsford,White,Female,65,Clinical Specialist,New York,Rochester,14652,23372.42
Ettore Blakeden,White,Male,40,Assistant Professor,New York,New York City,10060,19552.37
Angelle Henderson,White,Female,55,Business Systems Development Analyst,New York,New York City,10019,20953.56
Valdemar Hestrop,White,Male,39,VP Sales,New York,Rochester,14646,23668.73
Devlen Oxbe,White,Male,60,Plumber,New York,New York City,10280,17481.24
Bret Sedgman,Hispanic,Male,68,VP Product Management,New York,Buffalo,14210,15268.78
Bartel Dibnah,White,Male,65,Environmental Specialist,New York,Jamaica,11499,24708.88
Kin Robbe,White,Male,50,Editor,New York,New York City,10034,22897.96
Corene Gingle,Hispanic,Female,34,Systems Administrator,New York,New York City,10280,21600.65
Cilka Barrim,White,Female,36,Senior Cost Accountant,New York,Port Washington,11054,20963.91
Pauline Hulcoop,White,Female,48,Plumber,New York,New York City,10292,21541.42
Jo-ann Guttridge,White,Female,71,Occupational Therapist,New York,Rochester,14646,17138.58
Amble Kerrigan,Hispanic,Male,45,Senior Financial Analyst,New York,Syracuse,13205,16548.79
Lisabeth Buckley,Asian,Female,37,Physical Therapy Assistant,New York,Bronx,10459,15939.68
Hilary Taaffe,Hispanic,Male,58,Data Coordiator,New York,New York City,10110,16656.59
Cobb Hulburd,White,Male,19,Human Resources,New York,Albany,12232,18230.18
Homere Luther,White,Male,22,Plumber,New York,Port Washington,11054,21095.28
Winnie Stroband,Hispanic,Female,46,Administrative Officer,New York,Brooklyn,11236,21137.93
Constanta Troth,Black,Female,44,Internal Auditor,New York,New York City,10275,23825.45
Graehme Batrip,Hispanic,Male,36,Plumber,New York,New York City,10175,22783.3
Andris Grinnikov,Black,Male,28,Quality Control Specialist,New York,Rochester,14646,21891.05
Alexandro Weildish,White,Male,68,Senior Financial Analyst,New York,New York City,10110,20918.67
Ebenezer Iliff,White,Male,58,Plumber,New York,Brooklyn,11225,21598.37
Allen Corah,White,Male,52,Plumber,New York,Rochester,14614,22878.34
Codi Couser,White,Male,20,Compensation Analyst,New York,New York City,10060,21793.77
Aubert Stetlye,White,Male,59,Plumber,New York,Flushing,11355,17139.23
Lester Winspar,Asian,Male,60,Executive Secretary,New York,New York City,10155,20905.84
Roddie Biss,Black,Male,36,Sales Associate,New York,Rochester,14639,22293.65
Earlie Hawley,Hispanic,Male,24,Food Chemist,New York,New York City,10024,20953.04
Batsheva Neggrini,White,Female,66,Sales Associate,New York,Flushing,11388,23826.25
Chloe MacCawley,White,Female,47,Administrative Officer,New York,Buffalo,14205,21880.32
Jocko Pahler,White,Male,18,GIS Technical Architect,New York,Albany,12247,15733
Thorndike Trewhela,Asian,Male,60,Marketing Assistant,New York,Port Washington,11054,24859.13
Cornie Inett,Hispanic,Male,55,Marketing Assistant,New York,Buffalo,14276,15381.95
Goldarina Sirman,Hispanic,Female,41,Software Developer,New York,Albany,12247,20489.16
Gay Sandilands,White,Female,66,Teacher,New York,Albany,12237,16164.81
Candi Lucas,White,Female,61,Plumber,New York,White Plains,10633,16692.43
Frazer Corrison,Hispanic,Male,44,Compensation Analyst,New York,Brooklyn,11225,18257.45
Gerome Scase,Hispanic,Male,38,Administrative Officer,New York,Albany,12222,17323.09
Ellerey Kingsnoad,Other,Male,42,Actuary,New York,Syracuse,13210,19863.74
Elysee Lauga,White,Female,38,Junior Executive,New York,Albany,12242,22629.52
Melba MacCroary,White,Female,20,Junior Executive,New York,Buffalo,14269,22139.51
Nanine Simmank,Hispanic,Female,18,Account Executive,New York,New York City,10024,21228.54
Elijah Rubertis,White,Male,61,Pharmacist,New York,Bronx,10469,17236.02
Nicol Fogt,White,Female,39,Web Designer,New York,New York City,10131,24254.46
Nadine Adamson,White,Female,22,Media Manager,New York,Rochester,14646,18347.31
Keene Ducker,Hispanic,Male,21,Senior Editor,New York,Elmira,14905,22201.01
Fransisco Meric,White,Male,46,Financial Analyst,New York,Utica,13505,21569.06
Mirna Rizzardini,White,Female,54,Nurse Practicioner,New York,New York City,10079,22278.19
Cointon Whittam,White,Male,27,Occupational Therapist,New York,Elmira,14905,20223.01
Klarika Sylett,White,Female,43,Social Worker,New York,Bronx,10474,17020.4
Feliks Sauvan,White,Male,35,Speech Pathologist,New York,Brooklyn,11220,17485.74
Inness Kinver,White,Male,44,Recruiting Manager,New York,Albany,12232,15408.57
Craig Toop,White,Male,53,Plumber,New York,Rochester,14639,19602.32
Elston Sayes,White,Male,52,Librarian,New York,New York City,10105,16160
Jan Madge,White,Female,26,Legal Assistant,New York,New York City,10260,15990.05
Edsel Gathwaite,White,Male,45,Plumber,New York,Brooklyn,11210,21406.8
Emmerich Khomin,White,Male,38,Financial Analyst,New York,Albany,12255,23730.86
Zacherie Cornthwaite,White,Male,57,Statistician,New York,Jamaica,11499,23728.22
Marleen Strauss,White,Female,23,Physical Therapy Assistant,New York,Brooklyn,11205,23606.38
Perkin Blackwood,White,Male,66,Occupational Therapist,New York,New York City,10275,16158.66
Tedie Flageul,White,Male,56,Account Executive,New York,New York City,10079,23788
Elianora Crosfield,Hispanic,Female,39,Research Associate,New York,Jamaica,11499,23124.84
Hebert Feveryear,Hispanic,Male,67,Account Coordinator,New York,Albany,12242,15280.59
Dudley Yendall,Hispanic,Male,64,Internal Auditor,New York,Jamaica,11447,17622.05
Minni Silkstone,Black,Female,64,Plumber,New York,New York City,10045,17941.12
Valentin Castan,White,Male,56,VP Accounting,New York,New York City,10009,23465.87
Valma Dunbavin,White,Female,31,Account Executive,New York,Rochester,14652,21305.72
Ally Pardy,Hispanic,Female,51,Health Coach,New York,Brooklyn,11210,20131.43
Angelia Tarzey,Hispanic,Female,51,VP Marketing,New York,New York City,10099,23263.6
Andy Yeude,White,Male,57,VP Marketing,New York,Syracuse,13217,20178.54
Lizzie Slavin,White,Female,32,Environmental Specialist,New York,Albany,12222,16117.93
Feodora Verling,Other,Female,46,Social Worker,New York,Jamaica,11447,21744.7
Meggi McCandless,White,Female,61,Buget Analyst,New York,Brooklyn,11236,21869.02
Cass Bamford,Hispanic,Male,31,VP Sales,New York,Albany,12247,19215.72
Jessamyn Macknish,White,Female,59,Plumber,New York,New York City,10029,17472.24
Aluino Kaiser,Black,Male,43,Data Coordiator,New York,Buffalo,14210,22336.01
Ferdinand Jehan,White,Male,66,Marketing Manager,New York,Staten Island,10310,19157.96
Beatriz Ivanisov,Hispanic,Female,34,Safety Technician,New York,Flushing,11388,18155.9
Demetri Parkin,White,Male,53,Professor,New York,Jamaica,11407,22214.76
Barron Hindes,White,Male,21,Teacher,New York,Great Neck,11024,21656.19
Ferguson Oglethorpe,White,Male,23,Pharmacist,New York,New York City,10175,15979.44
Tresa Connold,White,Female,45,Systems Administrator,New York,New York City,10004,24563.83
Thomasin Jacox,Hispanic,Female,25,Associate Professor,New York,Rochester,14646,16370.47
Bev Fist,Black,Male,40,Registered Nurse,New York,Jamaica,11431,23302.18
Sylas Hrynczyk,Asian,Male,35,Payment Adjustment Coordinator,New York,Port Washington,11054,24667.12
Desmund Merrilees,Hispanic,Male,47,Executive Assistant,New York,New York City,10184,20044.11
Mehetabel Merriment,White,Female,47,Staff Scientist,New York,Brooklyn,11236,20615.11
Pauly Labb,Hispanic,Female,23,Senior Sales Associate,New York,New York City,10004,19259.87
Eleen Walsh,Asian,Female,63,Professor,New York,Syracuse,13251,24701.69
Charlene Bandy,Black,Female,41,Software Developer,New York,New York City,10125,22282.32
Dill Potte,Hispanic,Male,28,Software Developer,New York,Buffalo,14205,17188.9
Cristen Hansell,White,Female,42,VP Sales,New York,New York City,10079,24285.96
Ambrosio Rodda,Black,Male,59,Graphic Designer,New York,Brooklyn,11236,16251.57
Louie Lusher,White,Male,50,Cost Accountant,New York,Buffalo,14220,24496.48
Alina Grishakov,Black,Female,23,Operator,New York,New York City,10170,21110.36
Steven Samms,White,Male,18,Occupational Therapist,New York,Jamaica,11480,23372.42
Thaxter Collop,White,Male,30,Marketing Assistant,New York,New York City,10019,19552.37
Locke Hinkens,White,Male,23,Plumber,New York,Rochester,14683,20953.56
Phyllis Duplock,Other,Female,19,Software Developer,New York,New York City,10115,23668.73
Osbourne Brierly,Hispanic,Male,24,Clinical Specialist,New York,New York City,10045,17481.24
Rurik Denford,White,Male,66,Assistant Manager,New York,New York City,10203,15268.78
Donall Peggs,White,Male,18,Paralegal,New York,Buffalo,14215,24708.88
Bron Massow,Hispanic,Male,69,Geologist,New York,New York City,10275,22897.96
Allx Alloisi,White,Female,55,Office Assistant,New York,Jamaica,11436,21600.65
Bronson Osment,White,Male,59,Help Desk Technician,New York,New York City,10115,20963.91
Silvie Cherryman,Black,Female,41,Financial Analyst,New York,New York City,10034,21541.42
Javier Cuppitt,Hispanic,Male,44,Database Administrator,New York,Rochester,14652,17138.58
Roxane Rudsdale,White,Female,46,Food Chemist,New York,New York City,10131,16548.79
Riane Licence,White,Female,57,Plumber,New York,Rochester,14639,15939.68
Chan Quarrington,Hispanic,Male,70,Staff Scientist,New York,New York City,10024,16656.59
Christean Brattell,Hispanic,Female,29,Executive Secretary,New York,Buffalo,14210,18230.18
Timothee Rollings,White,Male,31,Dental Hygienist,New York,New York City,10249,21095.28
Carolus Mattingly,White,Male,50,Financial Advisor,New York,New York City,10125,21137.93
Nathanael Warland,White,Male,54,Pharmacist,New York,Jamaica,11447,23825.45
Mal Facer,Asian,Male,39,Office Assistant,New York,Albany,12262,22783.3
Raina Gulston,Other,Female,29,Statistician,New York,Jamaica,11436,21891.05
Pyotr Lillegard,White,Male,46,Plumber,New York,Brooklyn,11210,20918.67
Emera Sharpe,White,Female,68,Plumber,New York,New York City,10060,21598.37
Celia Harse,White,Female,48,VP Product Management,New York,Brooklyn,11236,22878.34
Yorke Jeskin,Hispanic,Male,53,Assistant Professor,New York,Buffalo,14233,21793.77
Cole Cassidy,White,Male,28,Recruiting Manager,New York,Rochester,14683,17139.23
Joaquin Bleeze,White,Male,31,Senior Financial Analyst,New York,Buffalo,14263,20905.84
Scarlet Delamaine,White,Female,65,VP Quality Control,New York,New York City,10292,22293.65
Lonna Danniel,Hispanic,Female,19,Project Manager,New York,Buffalo,14220,20953.04
Floria Goodluck,White,Female,31,Business Systems Development Analyst,New York,Rochester,14624,23826.25
Kingsley Vinten,White,Male,22,Help Desk Operator,New York,Jamaica,11499,21880.32
Vanny Pyatt,Hispanic,Female,69,Marketing Manager,New York,New York City,10090,15733
Fancy Callander,Hispanic,Female,52,Editor,New York,Jamaica,11436,24859.13
Wendel Ferrarin,Hispanic,Male,29,Editor,New York,Albany,12237,15381.95
Hope Metcalfe,Asian,Female,53,Graphic Designer,New York,Brooklyn,11220,20489.16
Prue Tallboy,White,Female,60,Occupational Therapist,New York,New York City,10004,16164.81
Vasilis Edsall,White,Male,36,Help Desk Operator,New York,New York City,10110,16692.43
Vincent Espina,Black,Male,21,Account Executive,New York,Brooklyn,11220,18257.45
Adams Hattam,White,Male,52,Database Administrator,New York,Rochester,14619,17323.09
Urbano Gueinn,Hispanic,Male,58,Help Desk Technician,New York,New York City,10131,19863.74
Latisha Cherrett,White,Female,27,Actuary,New York,Jamaica,11431,22629.52
Bev Prinne,Black,Male,28,Plumber,New York,Buffalo,14215,22139.51
Coleman O'Criane,Hispanic,Male,21,Senior Sales Associate,New York,Albany,12205,21228.54
Alexandra Crathorne,Hispanic,Female,66,Recruiter,New York,Brooklyn,11241,17236.02
Barty Akram,White,Male,68,Tax Accountant,New York,New York City,10125,24254.46
Arnold Seamer,White,Male,34,Plumber,New York,Brooklyn,11241,18347.31
